Date,Start (ET),Visitor/Neutral,PTS_Visitor,Home/Neutral,PTS_Home,,,Attend.,Notes
Wed Feb 17 2021,7:00p,New York Knicks,89,Orlando Magic,107,Box Score,,4249,
Wed Feb 17 2021,7:30p,Atlanta Hawks,122,Boston Celtics,114,Box Score,,0,
Wed Feb 17 2021,7:30p,Houston Rockets,113,Philadelphia 76ers,118,Box Score,,0,
Wed Feb 17 2021,8:00p,Detroit Pistons,102,Chicago Bulls,105,Box Score,,0,
Wed Feb 17 2021,8:00p,Indiana Pacers,134,Minnesota Timberwolves,128,Box Score,OT,0,
Wed Feb 17 2021,8:00p,Denver Nuggets,128,Washington Wizards,130,Box Score,,0,
Wed Feb 17 2021,9:00p,Oklahoma City Thunder,113,Memphis Grizzlies,122,Box Score,,0,
Wed Feb 17 2021,9:00p,Portland Trail Blazers,126,New Orleans Pelicans,124,Box Score,,1940,
Wed Feb 17 2021,10:00p,Miami Heat,112,Golden State Warriors,120,Box Score,OT,,
Wed Feb 17 2021,10:00p,Utah Jazz,114,Los Angeles Clippers,96,Box Score,,,
Thu Feb 18 2021,7:30p,Toronto Raptors,110,Milwaukee Bucks,96,Box Score,,500,
Thu Feb 18 2021,10:00p,Brooklyn Nets,109,Los Angeles Lakers,98,Box Score,,0,
Thu Feb 18 2021,10:00p,Miami Heat,118,Sacramento Kings,110,Box Score,,0,
Fri Feb 19 2021,7:00p,Denver Nuggets,120,Cleveland Cavaliers,103,Box Score,,2720,
Fri Feb 19 2021,7:00p,Golden State Warriors,120,Orlando Magic,124,Box Score,,4287,
Fri Feb 19 2021,7:30p,Atlanta Hawks,109,Boston Celtics,121,Box Score,,0,
Fri Feb 19 2021,7:30p,Chicago Bulls,105,Philadelphia 76ers,112,Box Score,,0,
Fri Feb 19 2021,8:00p,Detroit Pistons,95,Memphis Grizzlies,109,Box Score,,1795,
Fri Feb 19 2021,8:00p,Oklahoma City Thunder,85,Milwaukee Bucks,98,Box Score,,750,
Fri Feb 19 2021,8:00p,Phoenix Suns,132,New Orleans Pelicans,114,Box Score,,1940,
Fri Feb 19 2021,9:00p,Toronto Raptors,86,Minnesota Timberwolves,81,Box Score,,0,
Fri Feb 19 2021,10:00p,Utah Jazz,112,Los Angeles Clippers,116,Box Score,,0,
Sat Feb 20 2021,8:00p,Golden State Warriors,100,Charlotte Hornets,102,Box Score,,0,
Sat Feb 20 2021,8:30p,Miami Heat,96,Los Angeles Lakers,94,Box Score,,0,
Sat Feb 20 2021,9:00p,Sacramento Kings,114,Chicago Bulls,122,Box Score,,0,
Sat Feb 20 2021,9:00p,Phoenix Suns,128,Memphis Grizzlies,97,Box Score,,1994,
Sat Feb 20 2021,10:00p,Washington Wizards,118,Portland Trail Blazers,111,Box Score,,0,
Sun Feb 21 2021,3:30p,Boston Celtics,115,New Orleans Pelicans,120,Box Score,OT,1940,
Sun Feb 21 2021,7:00p,Oklahoma City Thunder,117,Cleveland Cavaliers,101,Box Score,,2720,
Sun Feb 21 2021,7:00p,Minnesota Timberwolves,99,New York Knicks,103,Box Score,,0,
Sun Feb 21 2021,7:00p,Detroit Pistons,96,Orlando Magic,105,Box Score,,4002,
Sun Feb 21 2021,7:00p,Philadelphia 76ers,103,Toronto Raptors,110,Box Score,,0,
Sun Feb 21 2021,7:30p,Denver Nuggets,115,Atlanta Hawks,123,Box Score,,1362,
Sun Feb 21 2021,8:00p,Brooklyn Nets,112,Los Angeles Clippers,108,Box Score,,,
Sun Feb 21 2021,9:00p,Sacramento Kings,115,Milwaukee Bucks,128,Box Score,,1800,
Mon Feb 22 2021,8:00p,Chicago Bulls,120,Houston Rockets,100,Box Score,,3025,
Mon Feb 22 2021,8:30p,Memphis Grizzlies,92,Dallas Mavericks,102,Box Score,,2099,
Mon Feb 22 2021,9:00p,Miami Heat,108,Oklahoma City Thunder,94,Box Score,,0,
Mon Feb 22 2021,9:00p,Portland Trail Blazers,100,Phoenix Suns,132,Box Score,,3213,
Mon Feb 22 2021,9:00p,Charlotte Hornets,110,Utah Jazz,132,Box Score,,3902,
Mon Feb 22 2021,10:00p,Washington Wizards,127,Los Angeles Lakers,124,Box Score,OT,0,
Tue Feb 23 2021,7:00p,Atlanta Hawks,111,Cleveland Cavaliers,112,Box Score,,2720,
Tue Feb 23 2021,7:00p,Detroit Pistons,105,Orlando Magic,93,Box Score,,3631,
Tue Feb 23 2021,7:30p,Sacramento Kings,118,Brooklyn Nets,127,Box Score,,324,
Tue Feb 23 2021,7:30p,Boston Celtics,107,Dallas Mavericks,110,Box Score,,3338,
Tue Feb 23 2021,7:30p,Golden State Warriors,114,New York Knicks,106,Box Score,,1981,
Tue Feb 23 2021,7:30p,Philadelphia 76ers,109,Toronto Raptors,102,Box Score,,0,
Tue Feb 23 2021,8:00p,Minnesota Timberwolves,112,Milwaukee Bucks,139,Box Score,,1800,
Tue Feb 23 2021,10:00p,Portland Trail Blazers,106,Denver Nuggets,111,Box Score,,0,
Tue Feb 23 2021,10:00p,Washington Wizards,116,Los Angeles Clippers,135,Box Score,,0,
Wed Feb 24 2021,7:30p,Boston Celtics,112,Atlanta Hawks,127,Box Score,,1537,
Wed Feb 24 2021,7:30p,Houston Rockets,96,Cleveland Cavaliers,112,Box Score,,2720,
Wed Feb 24 2021,7:30p,Golden State Warriors,111,Indiana Pacers,107,Box Score,,0,
Wed Feb 24 2021,8:00p,Minnesota Timberwolves,126,Chicago Bulls,133,Box Score,OT,0,
Wed Feb 24 2021,8:00p,Toronto Raptors,108,Miami Heat,116,Box Score,,0,
Wed Feb 24 2021,8:00p,Detroit Pistons,118,New Orleans Pelicans,128,Box Score,,2700,
Wed Feb 24 2021,8:00p,San Antonio Spurs,99,Oklahoma City Thunder,102,Box Score,,0,
Wed Feb 24 2021,9:00p,Charlotte Hornets,124,Phoenix Suns,121,Box Score,,3296,
Wed Feb 24 2021,10:00p,Los Angeles Lakers,89,Utah Jazz,114,Box Score,,4912,
Thu Feb 25 2021,7:00p,Dallas Mavericks,97,Philadelphia 76ers,111,Box Score,,0,
Thu Feb 25 2021,7:30p,Orlando Magic,92,Brooklyn Nets,129,Box Score,,327,
Thu Feb 25 2021,7:30p,Sacramento Kings,121,New York Knicks,140,Box Score,,1981,
Thu Feb 25 2021,8:00p,Los Angeles Clippers,94,Memphis Grizzlies,122,Box Score,,1896,
Thu Feb 25 2021,9:00p,Washington Wizards,112,Denver Nuggets,110,Box Score,,0,
Thu Feb 25 2021,9:30p,New Orleans Pelicans,125,Milwaukee Bucks,129,Box Score,,1800,
Fri Feb 26 2021,7:30p,Indiana Pacers,112,Boston Celtics,118,Box Score,,0,
Fri Feb 26 2021,7:30p,Houston Rockets,111,Toronto Raptors,122,Box Score,,0,
Fri Feb 26 2021,8:00p,Phoenix Suns,106,Chicago Bulls,97,Box Score,,0,
Fri Feb 26 2021,8:00p,Sacramento Kings,110,Detroit Pistons,107,Box Score,,0,
Fri Feb 26 2021,8:00p,Los Angeles Clippers,119,Memphis Grizzlies,99,Box Score,,2039,
Fri Feb 26 2021,8:00p,Utah Jazz,116,Miami Heat,124,Box Score,,0,
Fri Feb 26 2021,8:00p,Atlanta Hawks,109,Oklahoma City Thunder,118,Box Score,,0,
Fri Feb 26 2021,10:00p,Charlotte Hornets,121,Golden State Warriors,130,Box Score,,0,
Fri Feb 26 2021,10:00p,Portland Trail Blazers,93,Los Angeles Lakers,102,Box Score,,0,
Sat Feb 27 2021,7:00p,Cleveland Cavaliers,112,Philadelphia 76ers,109,Box Score,OT,0,
Sat Feb 27 2021,7:00p,Minnesota Timberwolves,112,Washington Wizards,128,Box Score,,0,
Sat Feb 27 2021,8:00p,Indiana Pacers,107,New York Knicks,110,Box Score,,1981,
Sat Feb 27 2021,8:00p,Denver Nuggets,126,Oklahoma City Thunder,96,Box Score,,0,
Sat Feb 27 2021,8:00p,Utah Jazz,124,Orlando Magic,109,Box Score,,4242,
Sat Feb 27 2021,8:00p,New Orleans Pelicans,114,San Antonio Spurs,117,Box Score,,0,
Sat Feb 27 2021,8:30p,Dallas Mavericks,115,Brooklyn Nets,98,Box Score,,684,
Sun Feb 28 2021,3:30p,Los Angeles Clippers,100,Milwaukee Bucks,105,Box Score,,1800,
Sun Feb 28 2021,7:00p,Washington Wizards,110,Boston Celtics,111,Box Score,,0,
Sun Feb 28 2021,8:00p,New York Knicks,109,Detroit Pistons,90,Box Score,,0,
Sun Feb 28 2021,8:00p,Memphis Grizzlies,133,Houston Rockets,84,Box Score,,3284,
Sun Feb 28 2021,8:00p,Golden State Warriors,91,Los Angeles Lakers,117,Box Score,,0,
Sun Feb 28 2021,8:00p,Atlanta Hawks,99,Miami Heat,109,Box Score,,0,
Sun Feb 28 2021,9:00p,Phoenix Suns,118,Minnesota Timberwolves,99,Box Score,,0,
Sun Feb 28 2021,10:00p,Charlotte Hornets,127,Sacramento Kings,126,Box Score,,0,
Mon Mar 1 2021,7:00p,Dallas Mavericks,130,Orlando Magic,124,Box Score,,3766,
Mon Mar 1 2021,7:00p,Indiana Pacers,114,Philadelphia 76ers,130,Box Score,,0,
Mon Mar 1 2021,8:00p,Denver Nuggets,118,Chicago Bulls,112,Box Score,,0,
Mon Mar 1 2021,8:00p,Utah Jazz,124,New Orleans Pelicans,129,Box Score,,2700,
Mon Mar 1 2021,8:30p,Brooklyn Nets,124,San Antonio Spurs,113,Box Score,OT,0,
Mon Mar 1 2021,9:00p,Cleveland Cavaliers,101,Houston Rockets,90,Box Score,,3046,
Mon Mar 1 2021,10:30p,Charlotte Hornets,111,Portland Trail Blazers,123,Box Score,,0,
Tue Mar 2 2021,7:00p,Memphis Grizzlies,125,Washington Wizards,111,Box Score,,0,
Tue Mar 2 2021,7:30p,Los Angeles Clippers,112,Boston Celtics,117,Box Score,,0,
Tue Mar 2 2021,7:30p,Atlanta Hawks,94,Miami Heat,80,Box Score,,0,
Tue Mar 2 2021,8:30p,New York Knicks,93,San Antonio Spurs,119,Box Score,,0,
Tue Mar 2 2021,9:00p,Denver Nuggets,128,Milwaukee Bucks,97,Box Score,,1800,
Tue Mar 2 2021,10:00p,Phoenix Suns,114,Los Angeles Lakers,104,Box Score,,0,
Wed Mar 3 2021,7:00p,Indiana Pacers,114,Cleveland Cavaliers,111,Box Score,,2720,
Wed Mar 3 2021,7:00p,Utah Jazz,123,Philadelphia 76ers,131,Box Score,OT,0,
Wed Mar 3 2021,7:00p,Detroit Pistons,129,Toronto Raptors,105,Box Score,,0,
Wed Mar 3 2021,7:30p,Brooklyn Nets,132,Houston Rockets,114,Box Score,,3615,
Wed Mar 3 2021,8:00p,Charlotte Hornets,135,Minnesota Timberwolves,102,Box Score,,0,
Wed Mar 3 2021,8:00p,Chicago Bulls,128,New Orleans Pelicans,124,Box Score,,2700,
Wed Mar 3 2021,8:00p,Atlanta Hawks,115,Orlando Magic,112,Box Score,,3969,
Wed Mar 3 2021,8:30p,Oklahoma City Thunder,78,Dallas Mavericks,87,Box Score,,3508,
Wed Mar 3 2021,10:00p,Golden State Warriors,106,Portland Trail Blazers,108,Box Score,,0,
Wed Mar 3 2021,10:00p,Los Angeles Lakers,120,Sacramento Kings,123,Box Score,,0,
Thu Mar 4 2021,7:00p,Toronto Raptors,125,Boston Celtics,132,Box Score,,0,
Thu Mar 4 2021,7:00p,Los Angeles Clippers,117,Washington Wizards,119,Box Score,,0,
Thu Mar 4 2021,7:30p,Detroit Pistons,104,New York Knicks,114,Box Score,,1981,
Thu Mar 4 2021,8:00p,Denver Nuggets,113,Indiana Pacers,103,Box Score,,0,
Thu Mar 4 2021,8:00p,Milwaukee Bucks,112,Memphis Grizzlies,111,Box Score,,1961,
Thu Mar 4 2021,8:30p,Miami Heat,103,New Orleans Pelicans,93,Box Score,,2700,
Thu Mar 4 2021,9:00p,Oklahoma City Thunder,107,San Antonio Spurs,102,Box Score,,1000,
Thu Mar 4 2021,10:00p,Golden State Warriors,98,Phoenix Suns,120,Box Score,,3233,
Thu Mar 4 2021,10:00p,Sacramento Kings,119,Portland Trail Blazers,123,Box Score,,0,
Wed Mar 10 2021,8:00p,Washington Wizards,112,Memphis Grizzlies,127,Box Score,,1912,
Wed Mar 10 2021,8:30p,San Antonio Spurs,104,Dallas Mavericks,115,Box Score,,3813,
Thu Mar 11 2021,7:00p,Detroit Pistons,102,Charlotte Hornets,105,Box Score,,0,
Thu Mar 11 2021,7:30p,Boston Celtics,109,Brooklyn Nets,121,Box Score,,1374,
Thu Mar 11 2021,7:30p,Atlanta Hawks,121,Toronto Raptors,120,Box Score,,0,
Thu Mar 11 2021,8:00p,Philadelphia 76ers,127,Chicago Bulls,105,Box Score,,0,
Thu Mar 11 2021,8:00p,Orlando Magic,103,Miami Heat,111,Box Score,,0,
Thu Mar 11 2021,8:00p,New York Knicks,101,Milwaukee Bucks,134,Box Score,,1800,
Thu Mar 11 2021,8:00p,Minnesota Timberwolves,135,New Orleans Pelicans,105,Box Score,,3700,
Thu Mar 11 2021,9:00p,Dallas Mavericks,108,Oklahoma City Thunder,116,Box Score,,0,
Thu Mar 11 2021,10:00p,Golden State Warriors,104,Los Angeles Clippers,130,Box Score,,0,
Thu Mar 11 2021,10:00p,Phoenix Suns,127,Portland Trail Blazers,121,Box Score,,0,
Thu Mar 11 2021,10:00p,Houston Rockets,105,Sacramento Kings,125,Box Score,,0,
Fri Mar 12 2021,8:00p,Denver Nuggets,103,Memphis Grizzlies,102,Box Score,,2160,
Fri Mar 12 2021,8:00p,Cleveland Cavaliers,82,New Orleans Pelicans,116,Box Score,,3700,
Fri Mar 12 2021,8:00p,Philadelphia 76ers,127,Washington Wizards,101,Box Score,,0,
Fri Mar 12 2021,9:00p,Miami Heat,101,Chicago Bulls,90,Box Score,,0,
Fri Mar 12 2021,9:00p,Orlando Magic,77,San Antonio Spurs,104,Box Score,,3241,
Fri Mar 12 2021,10:00p,Houston Rockets,99,Utah Jazz,114,Box Score,,5546,
Fri Mar 12 2021,10:30p,Indiana Pacers,100,Los Angeles Lakers,105,Box Score,,0,
Sat Mar 13 2021,2:00p,New York Knicks,119,Oklahoma City Thunder,97,Box Score,,0,
Sat Mar 13 2021,7:00p,Detroit Pistons,95,Brooklyn Nets,100,Box Score,,1364,
Sat Mar 13 2021,7:00p,Toronto Raptors,104,Charlotte Hornets,114,Box Score,,2861,
Sat Mar 13 2021,7:00p,Milwaukee Bucks,125,Washington Wizards,119,Box Score,,0,
Sat Mar 13 2021,7:30p,Sacramento Kings,106,Atlanta Hawks,121,Box Score,,2347,
Sat Mar 13 2021,8:00p,Portland Trail Blazers,125,Minnesota Timberwolves,121,Box Score,,0,
Sat Mar 13 2021,10:00p,Dallas Mavericks,116,Denver Nuggets,103,Box Score,,0,
Sat Mar 13 2021,10:00p,Indiana Pacers,122,Phoenix Suns,111,Box Score,,3166,
Sun Mar 14 2021,2:00p,Memphis Grizzlies,122,Oklahoma City Thunder,128,Box Score,,0,
Sun Mar 14 2021,4:00p,Utah Jazz,119,Golden State Warriors,131,Box Score,,0,
Sun Mar 14 2021,6:30p,San Antonio Spurs,99,Philadelphia 76ers,134,Box Score,,3071,
Sun Mar 14 2021,7:00p,Miami Heat,102,Orlando Magic,97,Box Score,,3264,
Sun Mar 14 2021,7:30p,Cleveland Cavaliers,82,Atlanta Hawks,100,Box Score,,2322,
Sun Mar 14 2021,8:00p,Boston Celtics,134,Houston Rockets,107,Box Score,,3264,
Sun Mar 14 2021,8:00p,Portland Trail Blazers,112,Minnesota Timberwolves,114,Box Score,,0,
Sun Mar 14 2021,9:00p,Toronto Raptors,95,Chicago Bulls,118,Box Score,,0,
Sun Mar 14 2021,9:00p,Los Angeles Clippers,115,New Orleans Pelicans,135,Box Score,,3700,
Mon Mar 15 2021,7:00p,Sacramento Kings,116,Charlotte Hornets,122,Box Score,,2861,
Mon Mar 15 2021,7:00p,Milwaukee Bucks,133,Washington Wizards,122,Box Score,,0,
Mon Mar 15 2021,8:00p,New York Knicks,112,Brooklyn Nets,117,Box Score,,1637,
Mon Mar 15 2021,8:00p,San Antonio Spurs,109,Detroit Pistons,99,Box Score,,0,
Mon Mar 15 2021,9:00p,Los Angeles Clippers,109,Dallas Mavericks,99,Box Score,,3945,
Mon Mar 15 2021,10:00p,Indiana Pacers,106,Denver Nuggets,121,Box Score,,0,
Mon Mar 15 2021,10:00p,Memphis Grizzlies,99,Phoenix Suns,122,Box Score,,3188,
Mon Mar 15 2021,10:30p,Los Angeles Lakers,128,Golden State Warriors,97,Box Score,,0,
Tue Mar 16 2021,7:30p,Utah Jazz,117,Boston Celtics,109,Box Score,,0,
Tue Mar 16 2021,8:00p,Oklahoma City Thunder,102,Chicago Bulls,123,Box Score,,0,
Tue Mar 16 2021,8:00p,Atlanta Hawks,119,Houston Rockets,107,Box Score,,3069,
Tue Mar 16 2021,8:00p,Cleveland Cavaliers,98,Miami Heat,113,Box Score,,0,
Tue Mar 16 2021,8:00p,New York Knicks,96,Philadelphia 76ers,99,Box Score,,3071,
Tue Mar 16 2021,10:00p,New Orleans Pelicans,124,Portland Trail Blazers,125,Box Score,,0,
Tue Mar 16 2021,10:30p,Minnesota Timberwolves,121,Los Angeles Lakers,137,Box Score,,0,
Wed Mar 17 2021,7:00p,Toronto Raptors,112,Detroit Pistons,116,Box Score,,750,
Wed Mar 17 2021,7:00p,Brooklyn Nets,124,Indiana Pacers,115,Box Score,,0,
Wed Mar 17 2021,7:00p,Milwaukee Bucks,109,Philadelphia 76ers,105,Box Score,OT,3071,
Wed Mar 17 2021,7:00p,Sacramento Kings,121,Washington Wizards,119,Box Score,,0,
Wed Mar 17 2021,8:00p,San Antonio Spurs,106,Chicago Bulls,99,Box Score,,0,
Wed Mar 17 2021,8:00p,Boston Celtics,110,Cleveland Cavaliers,117,Box Score,,4100,
Wed Mar 17 2021,8:00p,Golden State Warriors,108,Houston Rockets,94,Box Score,,3259,
Wed Mar 17 2021,9:00p,Charlotte Hornets,104,Denver Nuggets,129,Box Score,,0,
Wed Mar 17 2021,9:00p,Miami Heat,85,Memphis Grizzlies,89,Box Score,,2217,
Wed Mar 17 2021,9:30p,Los Angeles Clippers,89,Dallas Mavericks,105,Box Score,,3975,
Thu Mar 18 2021,7:00p,Utah Jazz,122,Washington Wizards,131,Box Score,,0,
Thu Mar 18 2021,7:30p,Oklahoma City Thunder,93,Atlanta Hawks,116,Box Score,,2621,
Thu Mar 18 2021,7:30p,Orlando Magic,93,New York Knicks,94,Box Score,,1531,
Thu Mar 18 2021,10:00p,Minnesota Timberwolves,123,Phoenix Suns,119,Box Score,,3172,
Thu Mar 18 2021,10:00p,New Orleans Pelicans,93,Portland Trail Blazers,101,Box Score,,0,
Thu Mar 18 2021,10:30p,Charlotte Hornets,105,Los Angeles Lakers,116,Box Score,,0,
Fri Mar 19 2021,7:30p,Sacramento Kings,107,Boston Celtics,96,Box Score,,0,
Fri Mar 19 2021,7:30p,San Antonio Spurs,116,Cleveland Cavaliers,110,Box Score,,0,
Fri Mar 19 2021,8:00p,Detroit Pistons,113,Houston Rockets,100,Box Score,,3061,
Fri Mar 19 2021,8:00p,Golden State Warriors,116,Memphis Grizzlies,103,Box Score,,2716,
Fri Mar 19 2021,8:00p,Indiana Pacers,137,Miami Heat,110,Box Score,,0,
Fri Mar 19 2021,8:00p,Brooklyn Nets,113,Orlando Magic,121,Box Score,,3665,
Fri Mar 19 2021,8:00p,Utah Jazz,115,Toronto Raptors,112,Box Score,,0,
Fri Mar 19 2021,9:00p,Chicago Bulls,127,Denver Nuggets,131,Box Score,OT,0,
Fri Mar 19 2021,10:00p,Minnesota Timberwolves,101,Phoenix Suns,113,Box Score,,3124,
Fri Mar 19 2021,10:00p,Dallas Mavericks,119,Portland Trail Blazers,125,Box Score,,0,
Sat Mar 20 2021,3:30p,Atlanta Hawks,99,Los Angeles Lakers,94,Box Score,,0,
Sat Mar 20 2021,8:00p,Golden State Warriors,103,Memphis Grizzlies,111,Box Score,,0,
Sat Mar 20 2021,8:00p,Sacramento Kings,105,Philadelphia 76ers,129,Box Score,,3071,
Sat Mar 20 2021,9:00p,San Antonio Spurs,113,Milwaukee Bucks,120,Box Score,,3280,
Sat Mar 20 2021,10:00p,Charlotte Hornets,98,Los Angeles Clippers,125,Box Score,,0,
Sun Mar 21 2021,1:00p,Indiana Pacers,109,Miami Heat,106,Box Score,OT,0,
Sun Mar 21 2021,2:00p,Oklahoma City Thunder,114,Houston Rockets,112,Box Score,,3297,
Sun Mar 21 2021,3:00p,New Orleans Pelicans,113,Denver Nuggets,108,Box Score,,0,
Sun Mar 21 2021,3:30p,Orlando Magic,96,Boston Celtics,112,Box Score,,0,
Sun Mar 21 2021,7:00p,Washington Wizards,106,Brooklyn Nets,113,Box Score,,1773,
Sun Mar 21 2021,7:00p,Toronto Raptors,105,Cleveland Cavaliers,116,Box Score,,0,
Sun Mar 21 2021,7:00p,Chicago Bulls,100,Detroit Pistons,86,Box Score,,750,
Sun Mar 21 2021,8:00p,Philadelphia 76ers,101,New York Knicks,100,Box Score,OT,1981,
Sun Mar 21 2021,10:00p,Los Angeles Lakers,94,Phoenix Suns,111,Box Score,,3190,
Sun Mar 21 2021,10:00p,Dallas Mavericks,132,Portland Trail Blazers,92,Box Score,,0,
Mon Mar 22 2021,7:30p,Sacramento Kings,119,Cleveland Cavaliers,105,Box Score,,4100,
Mon Mar 22 2021,8:00p,Oklahoma City Thunder,112,Minnesota Timberwolves,103,Box Score,,0,
Mon Mar 22 2021,8:30p,Charlotte Hornets,100,San Antonio Spurs,97,Box Score,,3222,
Mon Mar 22 2021,9:00p,Utah Jazz,120,Chicago Bulls,95,Box Score,,0,
Mon Mar 22 2021,9:00p,Toronto Raptors,99,Houston Rockets,117,Box Score,,2965,
Mon Mar 22 2021,9:00p,Boston Celtics,126,Memphis Grizzlies,132,Box Score,OT,2319,
Mon Mar 22 2021,9:00p,Indiana Pacers,113,Milwaukee Bucks,140,Box Score,,3280,
Mon Mar 22 2021,10:00p,Atlanta Hawks,110,Los Angeles Clippers,119,Box Score,,0,
Tue Mar 23 2021,7:00p,Denver Nuggets,110,Orlando Magic,99,Box Score,,3485,
Tue Mar 23 2021,7:30p,Los Angeles Lakers,111,New Orleans Pelicans,128,Box Score,,3700,
Tue Mar 23 2021,7:30p,Washington Wizards,113,New York Knicks,131,Box Score,,1589,
Tue Mar 23 2021,8:00p,Phoenix Suns,110,Miami Heat,100,Box Score,,0,
Tue Mar 23 2021,10:00p,Philadelphia 76ers,108,Golden State Warriors,98,Box Score,,0,
Tue Mar 23 2021,10:00p,Brooklyn Nets,116,Portland Trail Blazers,112,Box Score,,,
Wed Mar 24 2021,7:00p,Detroit Pistons,111,Indiana Pacers,116,Box Score,,0,
Wed Mar 24 2021,7:30p,Boston Celtics,119,Milwaukee Bucks,121,Box Score,,3280,
Wed Mar 24 2021,7:30p,Denver Nuggets,111,Toronto Raptors,135,Box Score,,1578,
Wed Mar 24 2021,8:00p,Cleveland Cavaliers,103,Chicago Bulls,94,Box Score,,0,
Wed Mar 24 2021,8:00p,Charlotte Hornets,122,Houston Rockets,97,Box Score,,3163,
Wed Mar 24 2021,8:00p,Dallas Mavericks,128,Minnesota Timberwolves,108,Box Score,,0,
Wed Mar 24 2021,8:00p,Memphis Grizzlies,116,Oklahoma City Thunder,107,Box Score,,0,
Wed Mar 24 2021,8:00p,Phoenix Suns,111,Orlando Magic,112,Box Score,,3891,
Wed Mar 24 2021,8:30p,Los Angeles Clippers,134,San Antonio Spurs,101,Box Score,,3224,
Wed Mar 24 2021,10:00p,Atlanta Hawks,108,Sacramento Kings,110,Box Score,,0,
Wed Mar 24 2021,10:00p,Brooklyn Nets,88,Utah Jazz,118,Box Score,,5546,
Thu Mar 25 2021,7:30p,Portland Trail Blazers,125,Miami Heat,122,Box Score,,0,
Thu Mar 25 2021,7:30p,Washington Wizards,102,New York Knicks,106,Box Score,,1817,
Thu Mar 25 2021,8:30p,Los Angeles Clippers,98,San Antonio Spurs,85,Box Score,,3225,
Thu Mar 25 2021,10:00p,Philadelphia 76ers,109,Los Angeles Lakers,101,Box Score,,0,
Thu Mar 25 2021,10:00p,Golden State Warriors,119,Sacramento Kings,141,Box Score,,0,
Fri Mar 26 2021,7:00p,Brooklyn Nets,113,Detroit Pistons,111,Box Score,,750,
Fri Mar 26 2021,7:30p,Boston Celtics,122,Milwaukee Bucks,114,Box Score,,3280,
Fri Mar 26 2021,7:30p,Phoenix Suns,104,Toronto Raptors,100,Box Score,,0,
Fri Mar 26 2021,8:00p,Miami Heat,105,Charlotte Hornets,110,Box Score,,4215,
Fri Mar 26 2021,8:00p,Houston Rockets,101,Minnesota Timberwolves,107,Box Score,,0,
Fri Mar 26 2021,8:00p,Denver Nuggets,113,New Orleans Pelicans,108,Box Score,,3700,
Fri Mar 26 2021,8:00p,Portland Trail Blazers,112,Orlando Magic,105,Box Score,,3827,
Fri Mar 26 2021,8:30p,Indiana Pacers,109,Dallas Mavericks,94,Box Score,,4132,
Fri Mar 26 2021,9:00p,Memphis Grizzlies,114,Utah Jazz,117,Box Score,,5546,
Fri Mar 26 2021,10:00p,Atlanta Hawks,124,Golden State Warriors,108,Box Score,,0,
Fri Mar 26 2021,10:30p,Cleveland Cavaliers,86,Los Angeles Lakers,100,Box Score,,0,
Sat Mar 27 2021,8:00p,New York Knicks,102,Milwaukee Bucks,96,Box Score,,3280,
Sat Mar 27 2021,8:00p,Houston Rockets,129,Minnesota Timberwolves,107,Box Score,,0,
Sat Mar 27 2021,8:00p,Detroit Pistons,92,Washington Wizards,106,Box Score,,0,
Sat Mar 27 2021,8:30p,Chicago Bulls,104,San Antonio Spurs,120,Box Score,,3334,
Sat Mar 27 2021,9:00p,Dallas Mavericks,103,New Orleans Pelicans,112,Box Score,,3700,
Sat Mar 27 2021,9:00p,Boston Celtics,111,Oklahoma City Thunder,94,Box Score,,0,
Sat Mar 27 2021,9:00p,Memphis Grizzlies,110,Utah Jazz,126,Box Score,,5546,
Sat Mar 27 2021,10:00p,Philadelphia 76ers,112,Los Angeles Clippers,122,Box Score,,0,
Sat Mar 27 2021,10:00p,Cleveland Cavaliers,98,Sacramento Kings,100,Box Score,,0,
Sun Mar 28 2021,1:00p,Phoenix Suns,101,Charlotte Hornets,97,Box Score,OT,3850,
Sun Mar 28 2021,7:00p,Portland Trail Blazers,122,Toronto Raptors,117,Box Score,,2021,
Sun Mar 28 2021,9:00p,Atlanta Hawks,102,Denver Nuggets,126,Box Score,,0,
Sun Mar 28 2021,10:00p,Orlando Magic,93,Los Angeles Lakers,96,Box Score,,0,
Mon Mar 29 2021,7:00p,Indiana Pacers,124,Washington Wizards,132,Box Score,,0,
Mon Mar 29 2021,7:30p,New Orleans Pelicans,115,Boston Celtics,109,Box Score,,2298,
Mon Mar 29 2021,7:30p,Minnesota Timberwolves,107,Brooklyn Nets,112,Box Score,,1732,
Mon Mar 29 2021,7:30p,Miami Heat,98,New York Knicks,88,Box Score,,1981,
Mon Mar 29 2021,8:00p,Toronto Raptors,104,Detroit Pistons,118,Box Score,,750,
Mon Mar 29 2021,8:00p,Memphis Grizzlies,120,Houston Rockets,110,Box Score,,3319,
Mon Mar 29 2021,8:00p,Dallas Mavericks,127,Oklahoma City Thunder,106,Box Score,,0,
Mon Mar 29 2021,8:30p,Sacramento Kings,132,San Antonio Spurs,115,Box Score,,2876,
Mon Mar 29 2021,9:00p,Cleveland Cavaliers,75,Utah Jazz,114,Box Score,,5546,
Mon Mar 29 2021,10:00p,Chicago Bulls,102,Golden State Warriors,116,Box Score,,0,
Mon Mar 29 2021,10:00p,Milwaukee Bucks,105,Los Angeles Clippers,129,Box Score,,0,
Tue Mar 30 2021,7:00p,Charlotte Hornets,114,Washington Wizards,104,Box Score,,0,
